collisionID weather road light wind temperature
632 Clear Dry bright 10,96 41,0
633 Clear Dry bright 10,96 41,0
634 Clear Dry bright 10,96 41,0
635 Clear Dry bright 10,96 41,0
636 Clear Dry "mostly bright" 10,96 41,0
637 Clear Dry "mostly dark" 10,96 41,0
638 Clear Dry "mostly dark" 10,96 41,0
639 Clear Dry  10,96 41,0
640 Clear Dry "mostly dark" 10,96 42,0
641 Clear Dry bright 10,96 42,0
642 Clear Dry bright 10,96 42,0
643 Clear Dry bright 10,96 42,0
644 Clear Dry bright 10,96 42,0
645 Clear Dry bright 10,96 42,0
646 Clear Dry bright 10,96 42,0
