,severity
20078,Minor
20079,Minor
20080,Minor
20081,Minor
20082,Minor
20083,Minor
20084,Minor
20085,Significant
20086,Significant
20087,Minor
20088,Significant
20089,Minor
20090,Significant
20091,Significant
20092,Significant
20093,Minor
20094,Minor
20095,Minor
20096,Significant
20097,Minor
20098,Significant
20099,Minor
20100,Significant
20101,Minor
20102,Minor
20103,Minor
20104,Significant
20105,Minor
20106,Minor
20107,Minor
20108,Minor
20109,Minor
20110,Minor
20111,Minor
20112,Minor
20113,Minor
20114,Significant
20115,Significant
20116,Significant
20117,Minor
20118,Minor
20119,Significant
20120,Minor
20121,Minor
20122,Minor
20123,Significant
20124,Significant
20125,Severe
20126,Significant
20127,Minor
20128,Minor
20129,Minor
20130,Minor
20131,Minor
20132,Minor
20133,Minor
20134,Minor
20135,Minor
20136,Significant
20137,Significant
20138,Significant
20139,Minor
20140,Minor
20141,Significant
20142,Minor
20143,Minor
20144,Significant
20145,Significant
20146,Minor
20147,Significant
20148,Minor
20149,Minor
20150,Minor
20151,Minor
20152,Minor
20153,Minor
20154,Minor
20155,Minor
20156,Minor
20157,Significant
20158,Minor
20159,Minor
20160,Minor
20161,Minor
20162,Minor
20163,Minor
20164,Minor
20165,Minor
20166,Minor
20167,Severe
20168,Significant
20169,Minor
20170,Significant
20171,Significant
20172,Minor
20173,Significant
20174,Significant
20175,Minor
20176,Minor
20177,Minor
20178,Minor
20179,Minor
20180,Minor
20181,Significant
20182,Significant
20183,Minor
20184,Minor
20185,Significant
20186,Minor
20187,Significant
20188,Significant
20189,Significant
20190,Minor
20191,Minor
20192,Significant
20193,Minor
20194,Minor
20195,Minor
20196,Minor
20197,Minor
20198,Minor
20199,Significant
20200,Significant
20201,Minor
20202,Minor
20203,Minor
20204,Significant
20205,Minor
20206,Significant
20207,Significant
20208,Minor
20209,Significant
20210,Significant
20211,Significant
20212,Significant
20213,Significant
20214,Severe
20215,Minor
20216,Minor
20217,Significant
20218,Minor
20219,Significant
20220,Minor
20221,Severe
20222,Significant
20223,Minor
20224,Minor
20225,Minor
20226,Minor
20227,Minor
20228,Minor
20229,Minor
20230,Minor
20231,Minor
20232,Minor
20233,Minor
20234,Minor
20235,Minor
20236,Minor
20237,Minor
20238,Minor
20239,Minor
20240,Significant
20241,Minor
20242,Minor
20243,Minor
20244,Minor
20245,Minor
20246,Minor
20247,Minor
20248,Significant
20249,Minor
20250,Significant
20251,Minor
20252,Significant
20253,Significant
20254,Significant
20255,Significant
20256,Minor
20257,Significant
20258,Minor
20259,Minor
20260,Significant
20261,Minor
20262,Significant
20263,Significant
20264,Significant
20265,Minor
20266,Significant
20267,Significant
20268,Minor
20269,Minor
20270,Minor
20271,Minor
20272,Minor
20273,Minor
20274,Minor
20275,Significant
20276,Minor
20277,Minor
20278,Minor
20279,Minor
20280,Minor
20281,Minor
20282,Minor
20283,Significant
20284,Minor
20285,Minor
20286,Minor
20287,Minor
20288,Significant
20289,Minor
20290,Minor
20291,Significant
20292,Minor
20293,Significant
20294,Significant
20295,Significant
20296,Significant
20297,Minor
20298,Significant
20299,Minor
20300,Minor
20301,Significant
20302,Significant
20303,Minor
20304,Significant
20305,Minor
20306,Minor
20307,Minor
20308,Significant
20309,Minor
20310,Minor
20311,Significant
20312,Significant
20313,Minor
20314,Minor
20315,Minor
20316,Significant
20317,Minor
20318,Minor
20319,Minor
20320,Minor
20321,Minor
20322,Significant
20323,Minor
20324,Significant
20325,Minor
20326,Significant
20327,Significant
20328,Minor
20329,Significant
20330,Significant
20331,Minor
20332,Significant
20333,Minor
20334,Minor
20335,Significant
20336,Significant
20337,Significant
20338,Minor
20339,Minor
20340,Minor
20341,Minor
20342,Minor
20343,Minor
20344,Minor
20345,Minor
20346,Severe
20347,Significant
20348,Significant
20349,Minor
20350,Significant
20351,Minor
20352,Significant
20353,Minor
20354,Minor
20355,Minor
20356,Significant
20357,Significant
20358,Minor
20359,Minor
20360,Minor
20361,Minor
20362,Significant
20363,Minor
20364,Minor
20365,Minor
20366,Minor
20367,Minor
20368,Minor
20369,Minor
20370,Significant
20371,Minor
20372,Significant
20373,Significant
20374,Significant
20375,Minor
20376,Significant
20377,Significant
20378,Minor
20379,Significant
20380,Minor
20381,Minor
20382,Significant
20383,Minor
20384,Significant
20385,Significant
20386,Significant
20387,Minor
20388,Significant
20389,Minor
20390,Minor
20391,Significant
20392,Minor
20393,Minor
20394,Minor
20395,Minor
20396,Severe
20397,Minor
20398,Minor
20399,Significant
20400,Significant
20401,Minor
20402,Minor
20403,Minor
20404,Minor
20405,Significant
20406,Minor
20407,Significant
20408,Significant
20409,Minor
20410,Minor
20411,Minor
20412,Minor
20413,Minor
20414,Minor
20415,Minor
20416,Minor
20417,Minor
20418,Minor
20419,Minor
20420,Minor
20421,Minor
20422,Minor
20423,Significant
20424,Minor
20425,Minor
20426,Minor
20427,Minor
20428,Minor
20429,Minor
20430,Minor
20431,Minor
20432,Minor
20433,Minor
20434,Significant
20435,Minor
20436,Significant
20437,Minor
20438,Significant
20439,Significant
20440,Minor
20441,Minor
20442,Minor
20443,Minor
20444,Minor
20445,Minor
20446,Minor
20447,Severe
20448,Minor
20449,Minor
20450,Significant
20451,Significant
20452,Minor
20453,Minor
20454,Minor
20455,Minor
20456,Significant
20457,Significant
20458,Significant
20459,Significant
20460,Minor
20461,Significant
20462,Minor
20463,Significant
20464,Significant
20465,Minor
20466,Minor
20467,Minor
20468,Significant
20469,Minor
20470,Minor
20471,Significant
20472,Significant
20473,Minor
20474,Significant
20475,Significant
20476,Minor
20477,Minor
20478,Minor
20479,Minor
20480,Minor
20481,Minor
20482,Significant
20483,Minor
20484,Minor
20485,Significant
20486,Significant
20487,Significant
20488,Minor
20489,Minor
20490,Significant
20491,Minor
20492,Significant
20493,Minor
20494,Minor
20495,Minor
20496,Minor
20497,Significant
20498,Minor
20499,Minor
20500,Significant
20501,Significant
20502,Significant
20503,Minor
20504,Minor
20505,Significant
20506,Significant
20507,Minor
20508,Minor
20509,Minor
20510,Minor
20511,Minor
20512,Minor
20513,Minor
20514,Minor
20515,Minor
20516,Minor
20517,Minor
20518,Significant
20519,Minor
20520,Minor
20521,Significant
20522,Significant
20523,Minor
20524,Minor
20525,Minor
20526,Minor
20527,Significant
20528,Minor
20529,Minor
20530,Minor
20531,Minor
20532,Minor
20533,Minor
20534,Minor
20535,Minor
20536,Minor
20537,Minor
20538,Significant
20539,Minor
20540,Significant
20541,Minor
20542,Minor
20543,Minor
20544,Significant
20545,Significant
20546,Minor
20547,Minor
20548,Minor
20549,Minor
20550,Significant
20551,Minor
20552,Minor
20553,Significant
20554,Significant
20555,Significant
20556,Minor
20557,Minor
20558,Significant
20559,Minor
20560,Minor
20561,Minor
20562,Significant
20563,Minor
20564,Minor
20565,Minor
20566,Minor
20567,Significant
20568,Minor
20569,Minor
20570,Significant
20571,Minor
20572,Significant
20573,Minor
20574,Severe
20575,Minor
20576,Significant
20577,Minor
20578,Minor
20579,Minor
20580,Minor
20581,Significant
20582,Minor
20583,Significant
20584,Minor
20585,Minor
20586,Minor
20587,Significant
20588,Minor
20589,Minor
20590,Minor
20591,Significant
20592,Minor
20593,Minor
20594,Significant
20595,Significant
20596,Minor
20597,Minor
20598,Significant
20599,Minor
20600,Minor
20601,Minor
20602,Minor
20603,Severe
20604,Minor
20605,Significant
20606,Minor
20607,Significant
20608,Minor
20609,Minor
20610,Significant
20611,Significant
20612,Minor
20613,Minor
20614,Minor
20615,Significant
20616,Minor
20617,Significant
20618,Significant
20619,Minor
20620,Minor
20621,Minor
20622,Significant
20623,Minor
20624,Minor
20625,Significant
20626,Minor
20627,Significant
20628,Minor
20629,Minor
20630,Minor
20631,Minor
20632,Minor
20633,Minor
20634,Minor
20635,Minor
20636,Minor
20637,Minor
20638,Significant
20639,Significant
20640,Minor
20641,Minor
20642,Minor
20643,Minor
20644,Significant
20645,Severe
20646,Minor
20647,Minor
20648,Significant
20649,Minor
20650,Minor
20651,Minor
20652,Minor
20653,Minor
20654,Severe
20655,Significant
20656,Minor
20657,Minor
20658,Significant
20659,Minor
20660,Minor
20661,Minor
20662,Significant
20663,Significant
20664,Minor
20665,Minor
20666,Severe
20667,Minor
20668,Minor
20669,Minor
20670,Significant
20671,Minor
20672,Minor
20673,Significant
20674,Minor
20675,Significant
20676,Minor
20677,Significant
20678,Minor
20679,Minor
20680,Minor
20681,Significant
20682,Significant
20683,Minor
20684,Minor
20685,Minor
20686,Minor
20687,Minor
20688,Significant
20689,Significant
20690,Minor
20691,Minor
20692,Severe
20693,Significant
20694,Minor
20695,Minor
20696,Significant
20697,Significant
20698,Minor
20699,Minor
20700,Minor
20701,Severe
20702,Significant
20703,Significant
20704,Minor
20705,Minor
20706,Minor
20707,Minor
20708,Minor
20709,Minor
20710,Significant
20711,Minor
20712,Minor
20713,Minor
20714,Minor
20715,Minor
20716,Minor
20717,Significant
20718,Minor
20719,Minor
20720,Minor
20721,Minor
20722,Significant
20723,Minor
20724,Significant
20725,Minor
20726,Minor
20727,Minor
20728,Minor
20729,Minor
20730,Significant
20731,Severe
20732,Significant
20733,Minor
20734,Significant
20735,Minor
20736,Minor
20737,Minor
20738,Significant
20739,Significant
20740,Significant
20741,Significant
20742,Minor
20743,Significant
20744,Significant
20745,Minor
20746,Minor
20747,Minor
20748,Minor
20749,Minor
20750,Significant
20751,Significant
20752,Minor
20753,Minor
20754,Minor
20755,Significant
20756,Significant
20757,Minor
20758,Minor
20759,Significant
20760,Minor
20761,Minor
20762,Minor
20763,Minor
20764,Significant
20765,Minor
20766,Minor
20767,Significant
20768,Severe
20769,Minor
20770,Significant
20771,Significant
20772,Significant
20773,Significant
20774,Significant
20775,Minor
20776,Significant
20777,Significant
20778,Minor
20779,Significant
20780,Significant
20781,Significant
20782,Significant
20783,Significant
20784,Severe
20785,Minor
20786,Significant
20787,Minor
20788,Minor
20789,Severe
20790,Minor
20791,Significant
20792,Minor
20793,Significant
20794,Minor
20795,Significant
20796,Minor
20797,Minor
20798,Minor
20799,Minor
20800,Minor
20801,Minor
20802,Significant
20803,Minor
20804,Minor
20805,Significant
20806,Minor
20807,Significant
20808,Minor
20809,Significant
20810,Minor
20811,Significant
20812,Minor
20813,Significant
20814,Minor
20815,Minor
20816,Minor
20817,Severe
20818,Minor
20819,Minor
20820,Minor
20821,Severe
20822,Significant
20823,Minor
20824,Minor
20825,Minor
20826,Minor
20827,Minor
20828,Minor
20829,Minor
20830,Significant
20831,Minor
20832,Minor
20833,Minor
20834,Minor
20835,Minor
20836,Minor
20837,Minor
20838,Minor
20839,Significant
20840,Significant
20841,Significant
20842,Minor
20843,Significant
20844,Minor
20845,Significant
20846,Significant
20847,Minor
20848,Minor
20849,Significant
20850,Significant
20851,Minor
20852,Minor
20853,Minor
20854,Minor
20855,Minor
20856,Minor
20857,Minor
20858,Minor
20859,Minor
20860,Minor
20861,Significant
20862,Minor
20863,Minor
20864,Significant
20865,Minor
20866,Minor
20867,Significant
20868,Significant
20869,Significant
20870,Significant
20871,Minor
20872,Minor
20873,Minor
20874,Significant
20875,Minor
20876,Minor
20877,Minor
20878,Minor
20879,Minor
20880,Minor
20881,Minor
20882,Minor
20883,Significant
20884,Minor
20885,Significant
20886,Significant
20887,Significant
20888,Minor
20889,Minor
20890,Minor
20891,Minor
20892,Minor
20893,Minor
20894,Significant
20895,Minor
20896,Minor
20897,Minor
20898,Significant
20899,Significant
20900,Minor
20901,Minor
20902,Significant
20903,Significant
20904,Minor
20905,Significant
20906,Minor
20907,Significant
20908,Minor
20909,Minor
20910,Minor
20911,Significant
20912,Significant
20913,Minor
20914,Significant
20915,Minor
20916,Minor
20917,Minor
20918,Minor
20919,Minor
20920,Minor
20921,Significant
20922,Significant
20923,Minor
20924,Significant
20925,Significant
20926,Significant
20927,Minor
20928,Significant
20929,Minor
20930,Minor
20931,Significant
20932,Minor
20933,Significant
20934,Minor
20935,Minor
20936,Minor
20937,Significant
20938,Minor
20939,Minor
20940,Significant
20941,Significant
20942,Minor
20943,Significant
20944,Significant
20945,Minor
20946,Significant
20947,Minor
20948,Minor
20949,Minor
20950,Significant
20951,Significant
20952,Minor
20953,Minor
20954,Minor
20955,Minor
20956,Significant
20957,Significant
20958,Minor
20959,Minor
20960,Significant
20961,Minor
20962,Minor
20963,Minor
20964,Minor
20965,Minor
20966,Significant
20967,Minor
20968,Minor
20969,Minor
20970,Significant
20971,Minor
20972,Minor
20973,Minor
20974,Minor
20975,Minor
20976,Minor
20977,Significant
20978,Significant
20979,Significant
20980,Minor
20981,Minor
20982,Minor
20983,Significant
20984,Minor
20985,Significant
20986,Minor
20987,Significant
20988,Minor
20989,Significant
20990,Minor
20991,Significant
20992,Minor
20993,Minor
20994,Severe
20995,Significant
20996,Significant
20997,Minor
20998,Minor
20999,Significant
21000,Minor
21001,Minor
21002,Minor
21003,Significant
21004,Significant
21005,Significant
21006,Minor
21007,Significant
21008,Minor
21009,Significant
21010,Minor
21011,Minor
21012,Minor
21013,Minor
21014,Significant
21015,Minor
21016,Significant
21017,Minor
21018,Minor
21019,Minor
21020,Minor
21021,Minor
21022,Minor
21023,Minor
21024,Significant
21025,Significant
21026,Significant
21027,Significant
21028,Minor
21029,Minor
21030,Significant
21031,Minor
21032,Minor
21033,Minor
21034,Minor
21035,Minor
21036,Minor
21037,Severe
21038,Significant
21039,Minor
21040,Minor
21041,Minor
21042,Significant
21043,Minor
21044,Significant
21045,Minor
21046,Minor
21047,Minor
21048,Significant
21049,Minor
21050,Minor
21051,Minor
21052,Minor
21053,Minor
21054,Significant
21055,Significant
21056,Minor
21057,Significant
21058,Minor
21059,Minor
21060,Minor
21061,Minor
21062,Minor
21063,Minor
21064,Minor
21065,Minor
21066,Minor
21067,Minor
21068,Minor
21069,Significant
21070,Minor
21071,Minor
21072,Minor
21073,Minor
21074,Minor
21075,Minor
21076,Significant
21077,Minor
21078,Minor
21079,Minor
21080,Minor
21081,Minor
21082,Minor
21083,Minor
21084,Minor
21085,Minor
21086,Minor
21087,Significant
21088,Minor
21089,Minor
21090,Significant
21091,Significant
21092,Significant
21093,Minor
21094,Significant
21095,Minor
21096,Minor
21097,Significant
21098,Minor
21099,Minor
21100,Minor
21101,Significant
21102,Significant
21103,Significant
21104,Minor
21105,Significant
21106,Significant
21107,Significant
21108,Minor
21109,Significant
21110,Minor
21111,Minor
21112,Minor
21113,Minor
21114,Minor
21115,Minor
21116,Minor
21117,Minor
21118,Significant
21119,Minor
21120,Minor
21121,Minor
21122,Minor
21123,Minor
21124,Minor
21125,Significant
21126,Minor
21127,Minor
21128,Minor
21129,Significant
21130,Minor
21131,Significant
21132,Minor
21133,Minor
21134,Significant
21135,Minor
21136,Minor
21137,Minor
21138,Significant
21139,Minor
21140,Minor
21141,Minor
21142,Significant
21143,Minor
21144,Significant
21145,Minor
21146,Minor
21147,Minor
21148,Minor
21149,Significant
21150,Minor
21151,Minor
21152,Significant
21153,Minor
21154,Minor
21155,Minor
21156,Minor
21157,Minor
21158,Significant
21159,Significant
21160,Significant
21161,Minor
21162,Significant
21163,Minor
21164,Minor
21165,Significant
21166,Minor
21167,Minor
21168,Minor
21169,Significant
21170,Significant
21171,Minor
21172,Significant
21173,Significant
21174,Minor
21175,Minor
21176,Minor
21177,Minor
21178,Severe
21179,Minor
21180,Significant
21181,Significant
21182,Significant
21183,Minor
21184,Severe
21185,Significant
21186,Significant
21187,Minor
21188,Minor
21189,Minor
21190,Minor
21191,Minor
21192,Minor
21193,Minor
21194,Significant
21195,Minor
21196,Minor
21197,Significant
21198,Significant
21199,Significant
21200,Severe
21201,Minor
21202,Minor
21203,Minor
21204,Significant
21205,Minor
21206,Minor
21207,Significant
21208,Minor
21209,Minor
21210,Minor
21211,Minor
21212,Minor
21213,Minor
21214,Minor
21215,Significant
21216,Minor
21217,Significant
21218,Minor
21219,Minor
21220,Minor
21221,Minor
21222,Minor
21223,Minor
21224,Minor
21225,Significant
21226,Minor
21227,Significant
21228,Minor
21229,Minor
21230,Minor
21231,Significant
21232,Significant
21233,Minor
21234,Minor
21235,Minor
21236,Minor
21237,Minor
21238,Minor
21239,Minor
21240,Minor
21241,Minor
21242,Significant
21243,Minor
21244,Minor
21245,Minor
21246,Minor
21247,Minor
21248,Significant
21249,Minor
21250,Minor
21251,Minor
21252,Minor
21253,Minor
21254,Minor
21255,Significant
21256,Minor
21257,Minor
21258,Minor
21259,Minor
21260,Significant
21261,Minor
21262,Minor
21263,Severe
21264,Significant
21265,Minor
21266,Significant
21267,Significant
21268,Significant
21269,Minor
21270,Significant
21271,Minor
21272,Significant
21273,Minor
21274,Significant
21275,Minor
21276,Significant
21277,Minor
21278,Significant
21279,Minor
21280,Minor
21281,Minor
21282,Significant
21283,Significant
21284,Minor
21285,Minor
21286,Minor
21287,Minor
21288,Minor
21289,Minor
21290,Minor
21291,Significant
21292,Minor
21293,Significant
21294,Minor
21295,Minor
21296,Significant
21297,Significant
21298,Minor
21299,Significant
21300,Significant
21301,Minor
21302,Minor
21303,Significant
21304,Minor
21305,Minor
21306,Significant
21307,Minor
21308,Minor
21309,Minor
21310,Significant
21311,Minor
21312,Minor
21313,Minor
21314,Minor
21315,Minor
21316,Minor
21317,Significant
21318,Minor
21319,Minor
21320,Significant
21321,Minor
21322,Significant
21323,Minor
21324,Minor
21325,Significant
21326,Minor
21327,Minor
21328,Significant
21329,Minor
21330,Significant
21331,Minor
21332,Minor
21333,Significant
21334,Minor
21335,Minor
21336,Minor
21337,Minor
21338,Minor
21339,Minor
21340,Minor
21341,Significant
21342,Minor
21343,Minor
21344,Minor
21345,Minor
21346,Significant
21347,Minor
21348,Minor
21349,Minor
21350,Significant
21351,Minor
21352,Significant
21353,Minor
21354,Minor
21355,Significant
21356,Minor
21357,Minor
21358,Significant
21359,Minor
21360,Minor
21361,Significant
21362,Significant
21363,Minor
21364,Significant
21365,Significant
21366,Minor
21367,Significant
21368,Minor
21369,Minor
21370,Significant
21371,Minor
21372,Significant
21373,Significant
21374,Minor
21375,Minor
21376,Severe
21377,Minor
21378,Minor
21379,Minor
21380,Significant
21381,Minor
21382,Minor
21383,Minor
21384,Minor
21385,Minor
21386,Significant
21387,Minor
21388,Significant
21389,Minor
21390,Significant
21391,Minor
21392,Minor
21393,Significant
21394,Minor
21395,Minor
21396,Minor
21397,Minor
21398,Significant
21399,Minor
21400,Minor
21401,Minor
21402,Minor
21403,Minor
21404,Minor
21405,Minor
21406,Significant
21407,Minor
21408,Minor
21409,Minor
21410,Minor
21411,Minor
21412,Significant
21413,Minor
21414,Significant
21415,Significant
21416,Significant
21417,Minor
21418,Minor
21419,Minor
21420,Minor
21421,Minor
21422,Minor
21423,Minor
21424,Minor
21425,Minor
21426,Minor
21427,Significant
21428,Minor
21429,Minor
21430,Minor
21431,Minor
21432,Significant
21433,Minor
21434,Minor
21435,Minor
21436,Minor
21437,Minor
21438,Minor
21439,Significant
21440,Minor
21441,Minor
21442,Minor
21443,Minor
21444,Minor
21445,Significant
21446,Minor
21447,Minor
21448,Minor
21449,Minor
21450,Minor
21451,Minor
21452,Minor
21453,Minor
21454,Minor
21455,Significant
21456,Minor
21457,Significant
21458,Minor
21459,Minor
21460,Significant
21461,Minor
21462,Minor
21463,Minor
21464,Minor
21465,Minor
21466,Minor
21467,Significant
21468,Minor
21469,Minor
21470,Minor
21471,Significant
21472,Minor
21473,Minor
21474,Minor
21475,Minor
21476,Minor
21477,Minor
21478,Significant
21479,Minor
21480,Significant
21481,Minor
21482,Significant
21483,Minor
21484,Significant
21485,Minor
21486,Minor
21487,Minor
21488,Significant
21489,Significant
21490,Significant
21491,Minor
21492,Significant
21493,Significant
21494,Minor
21495,Minor
21496,Minor
21497,Minor
21498,Minor
21499,Significant
21500,Significant
21501,Minor
21502,Significant
21503,Minor
21504,Minor
21505,Severe
21506,Significant
21507,Minor
21508,Minor
21509,Minor
21510,Significant
21511,Minor
21512,Minor
21513,Minor
21514,Minor
21515,Minor
21516,Minor
21517,Significant
21518,Severe
21519,Minor
21520,Minor
21521,Minor
21522,Minor
21523,Minor
21524,Minor
21525,Significant
21526,Significant
21527,Minor
21528,Significant
21529,Significant
21530,Significant
21531,Minor
21532,Minor
21533,Minor
21534,Minor
21535,Minor
21536,Minor
21537,Minor
21538,Minor
21539,Significant
21540,Minor
21541,Minor
21542,Significant
21543,Significant
21544,Severe
21545,Significant
21546,Minor
21547,Minor
21548,Significant
21549,Minor
21550,Minor
21551,Minor
21552,Minor
21553,Minor
21554,Significant
21555,Minor
21556,Significant
21557,Minor
21558,Minor
21559,Minor
21560,Minor
21561,Minor
21562,Minor
21563,Minor
21564,Minor
21565,Minor
21566,Minor
21567,Minor
21568,Significant
21569,Minor
21570,Minor
21571,Significant
21572,Minor
21573,Minor
21574,Minor
21575,Minor
21576,Significant
21577,Significant
21578,Minor
21579,Significant
21580,Minor
21581,Minor
21582,Minor
21583,Significant
21584,Significant
21585,Minor
21586,Minor
21587,Significant
21588,Minor
21589,Significant
21590,Minor
21591,Minor
21592,Minor
21593,Minor
21594,Significant
21595,Minor
21596,Significant
21597,Minor
21598,Minor
21599,Significant
21600,Significant
21601,Minor
21602,Minor
21603,Minor
21604,Minor
21605,Minor
21606,Minor
21607,Minor
21608,Minor
21609,Significant
21610,Minor
21611,Significant
21612,Minor
21613,Minor
21614,Significant
21615,Minor
21616,Minor
21617,Minor
21618,Minor
21619,Minor
21620,Significant
21621,Significant
21622,Minor
21623,Minor
21624,Minor
21625,Minor
21626,Significant
21627,Significant
21628,Minor
21629,Minor
21630,Significant
21631,Minor
21632,Minor
21633,Significant
21634,Minor
21635,Minor
21636,Minor
21637,Minor
21638,Minor
21639,Minor
21640,Significant
21641,Minor
21642,Minor
21643,Significant
21644,Significant
21645,Significant
21646,Minor
21647,Significant
21648,Minor
21649,Minor
21650,Significant
21651,Minor
21652,Minor
21653,Minor
21654,Severe
21655,Significant
21656,Significant
21657,Significant
21658,Minor
21659,Minor
21660,Minor
21661,Minor
21662,Significant
21663,Significant
21664,Minor
21665,Significant
21666,Minor
21667,Minor
21668,Minor
21669,Minor
21670,Minor
21671,Significant
21672,Minor
21673,Minor
21674,Minor
21675,Minor
21676,Minor
21677,Minor
21678,Significant
21679,Significant
21680,Minor
21681,Minor
21682,Significant
21683,Minor
21684,Significant
21685,Significant
21686,Minor
21687,Minor
21688,Minor
21689,Minor
21690,Minor
21691,Significant
21692,Significant
21693,Significant
21694,Minor
21695,Minor
21696,Minor
21697,Minor
21698,Minor
21699,Minor
21700,Significant
21701,Significant
21702,Minor
21703,Significant
21704,Significant
21705,Minor
21706,Minor
21707,Minor
21708,Minor
21709,Significant
21710,Minor
21711,Minor
21712,Minor
21713,Minor
21714,Significant
21715,Significant
21716,Minor
21717,Minor
21718,Minor
21719,Minor
21720,Minor
21721,Severe
21722,Minor
21723,Minor
21724,Minor
21725,Minor
21726,Minor
21727,Minor
21728,Minor
21729,Minor
21730,Significant
21731,Minor
21732,Minor
21733,Significant
21734,Minor
21735,Minor
21736,Minor
21737,Minor
21738,Minor
21739,Minor
21740,Minor
21741,Significant
21742,Minor
21743,Minor
21744,Minor
21745,Minor
21746,Minor
21747,Significant
21748,Minor
21749,Significant
21750,Minor
21751,Minor
21752,Minor
21753,Severe
21754,Minor
21755,Minor
21756,Minor
21757,Minor
21758,Minor
21759,Minor
21760,Significant
21761,Minor
21762,Minor
21763,Minor
21764,Minor
21765,Minor
21766,Minor
21767,Minor
21768,Significant
21769,Significant
21770,Severe
21771,Minor
21772,Minor
21773,Minor
21774,Minor
21775,Minor
21776,Minor
21777,Minor
21778,Minor
21779,Minor
21780,Significant
21781,Minor
21782,Minor
21783,Minor
21784,Minor
21785,Minor
21786,Minor
21787,Minor
21788,Minor
21789,Minor
21790,Minor
21791,Significant
21792,Significant
21793,Minor
21794,Minor
21795,Minor
21796,Minor
21797,Minor
21798,Significant
21799,Significant
21800,Minor
21801,Minor
21802,Minor
21803,Minor
21804,Minor
21805,Significant
21806,Minor
21807,Minor
21808,Significant
21809,Minor
21810,Minor
21811,Significant
21812,Minor
21813,Minor
21814,Minor
21815,Minor
21816,Significant
21817,Minor
21818,Minor
21819,Significant
21820,Significant
21821,Minor
21822,Minor
21823,Minor
21824,Minor
21825,Minor
21826,Significant
21827,Significant
21828,Minor
21829,Minor
21830,Significant
21831,Severe
21832,Minor
21833,Minor
21834,Minor
21835,Minor
21836,Minor
21837,Significant
21838,Significant
21839,Minor
21840,Minor
21841,Significant
21842,Minor
21843,Minor
21844,Significant
21845,Significant
21846,Minor
21847,Minor
21848,Minor
21849,Significant
21850,Significant
21851,Minor
21852,Minor
21853,Minor
21854,Minor
21855,Minor
21856,Minor
21857,Minor
21858,Minor
21859,Significant
21860,Significant
21861,Minor
21862,Minor
21863,Significant
21864,Minor
21865,Minor
21866,Minor
21867,Minor
21868,Minor
21869,Minor
21870,Significant
21871,Minor
21872,Minor
21873,Minor
21874,Minor
21875,Minor
21876,Minor
21877,Significant
21878,Minor
21879,Minor
21880,Minor
21881,Minor
21882,Minor
21883,Minor
21884,Minor
21885,Minor
21886,Significant
21887,Minor
21888,Significant
21889,Minor
21890,Significant
21891,Minor
21892,Minor
21893,Minor
21894,Minor
21895,Minor
21896,Minor
21897,Minor
21898,Minor
21899,Minor
21900,Minor
21901,Significant
21902,Minor
21903,Minor
21904,Minor
21905,Minor
21906,Significant
21907,Significant
21908,Minor
21909,Minor
21910,Minor
21911,Significant
21912,Minor
21913,Minor
21914,Minor
21915,Minor
21916,Minor
21917,Minor
21918,Significant
21919,Significant
21920,Minor
21921,Minor
21922,Minor
21923,Severe
21924,Minor
21925,Significant
21926,Minor
21927,Minor
21928,Minor
21929,Minor
21930,Minor
21931,Minor
21932,Minor
21933,Significant
21934,Significant
21935,Minor
21936,Minor
21937,Minor
21938,Minor
21939,Minor
21940,Significant
21941,Minor
21942,Minor
21943,Minor
21944,Minor
21945,Minor
21946,Minor
21947,Minor
21948,Minor
21949,Minor
21950,Minor
21951,Minor
21952,Significant
21953,Minor
21954,Significant
21955,Minor
21956,Minor
21957,Significant
21958,Minor
21959,Minor
21960,Significant
21961,Minor
21962,Significant
21963,Minor
21964,Minor
21965,Minor
21966,Significant
21967,Minor
21968,Minor
21969,Minor
21970,Minor
21971,Minor
21972,Minor
21973,Minor
21974,Minor
21975,Significant
21976,Minor
21977,Minor
21978,Minor
21979,Significant
21980,Significant
21981,Minor
21982,Minor
21983,Minor
21984,Minor
21985,Significant
21986,Minor
21987,Minor
21988,Minor
21989,Minor
21990,Minor
21991,Minor
21992,Minor
21993,Significant
21994,Significant
21995,Minor
21996,Minor
21997,Minor
21998,Minor
21999,Significant
22000,Minor
22001,Minor
22002,Minor
22003,Minor
22004,Significant
22005,Minor
22006,Minor
22007,Significant
22008,Minor
22009,Minor
22010,Minor
22011,Severe
22012,Minor
22013,Minor
22014,Significant
22015,Minor
22016,Minor
22017,Minor
22018,Severe
22019,Minor
22020,Minor
22021,Significant
22022,Minor
22023,Significant
22024,Minor
22025,Minor
22026,Significant
22027,Minor
22028,Minor
22029,Minor
22030,Minor
22031,Minor
22032,Minor
22033,Minor
22034,Minor
22035,Minor
22036,Significant
22037,Severe
22038,Minor
22039,Minor
22040,Significant
22041,Significant
22042,Minor
22043,Minor
22044,Minor
22045,Minor
22046,Significant
22047,Minor
22048,Minor
22049,Minor
22050,Minor
22051,Minor
22052,Minor
22053,Minor
22054,Minor
22055,Significant
22056,Minor
22057,Significant
22058,Minor
22059,Minor
22060,Minor
22061,Minor
22062,Minor
22063,Minor
22064,Minor
22065,Minor
22066,Minor
22067,Minor
22068,Significant
22069,Significant
22070,Minor
22071,Significant
22072,Minor
22073,Minor
22074,Minor
22075,Minor
22076,Significant
